一	1
七	7
万	10000
三	3
九	9
二	2
五	5
亿	100000000
億	100000000
兆	1000000000000
八	8
六	6
十	10
千	1000
四	4
百	100
零	0
仟	1000
伍	5
佰	100
叁	3
参	3
參	3
壱	1
壹	1
弌	1
弍	2
弎	3
弐	2
拾	10
捌	8
柒	7
漆	7
玖	9
肆	4
萬	10000
貮	2
貳	2
贰	2
阡	1000
陆	6
陌	100
陸	6
㐅	5
㒃	2
㠪	5
㭍	7
亖	4
什	10
仨	3
兩	2
卄	20
卅	30
卌	40
叄	3
幺	1
廾	9
廿	20
𠀁	7
𠁤	4
𠃢	4
𠄡	5
𠤪	1
𠦃	30
𠦌	40
𠦜	40
𠫪	6
𠫽	3
𠬙	3
𢎐	2
𢦘	3
𣬛	3
𦉭	4
